,0,1,2,3,4,5,6,7,8,9,10
9543,39.0,43.0,38.0,42.0,36.0,44.0,45.0,44.0,42.0,44.0,43.0
9544,38.0,43.0,37.0,42.0,36.0,44.0,43.0,44.0,41.0,44.0,43.0
9545,37.0,41.0,36.0,40.0,35.0,42.0,41.0,43.0,38.0,43.0,42.0
9546,34.0,36.0,32.0,36.0,31.0,37.0,36.0,40.0,35.0,38.0,37.0
9547,33.0,31.0,30.0,34.0,30.0,34.0,32.0,37.0,32.0,33.0,35.0
9548,33.0,28.0,27.0,31.0,27.0,32.0,30.0,34.0,29.0,32.0,29.0
9549,31.0,27.0,28.0,30.0,26.0,31.0,29.0,33.0,28.0,31.0,27.0
9550,31.0,26.0,25.0,31.0,26.0,31.0,27.0,32.0,26.0,31.0,25.0
9551,29.0,24.0,24.0,30.0,23.0,27.0,27.0,29.0,26.0,28.0,22.0
9552,29.0,23.0,22.0,29.0,22.0,26.0,26.0,29.0,25.0,26.0,22.0
9553,29.0,22.0,23.0,27.0,21.0,26.0,24.0,26.0,24.0,25.0,19.0
9554,29.0,22.0,23.0,27.0,20.0,26.0,23.0,25.0,22.0,25.0,21.0
9555,28.0,21.0,22.0,27.0,20.0,26.0,23.0,26.0,22.0,25.0,18.0
9556,28.0,20.0,24.0,28.0,20.0,25.0,21.0,27.0,20.0,24.0,18.0
9557,29.0,19.0,23.0,27.0,19.0,24.0,21.0,26.0,20.0,23.0,18.0
9558,27.0,19.0,23.0,26.0,22.0,25.0,21.0,25.0,20.0,23.0,17.0
9559,27.0,19.0,22.0,27.0,19.0,24.0,21.0,25.0,20.0,22.0,15.0
9560,29.0,20.0,23.0,30.0,21.0,25.0,23.0,28.0,22.0,24.0,17.0
9561,31.0,27.0,28.0,33.0,28.0,30.0,29.0,32.0,28.0,30.0,22.0
9562,36.0,30.0,33.0,37.0,32.0,34.0,35.0,36.0,33.0,35.0,27.0
9563,36.0,35.0,38.0,41.0,36.0,38.0,40.0,42.0,36.0,39.0,33.0
9564,38.0,38.0,38.0,44.0,39.0,41.0,43.0,44.0,40.0,41.0,37.0
9565,39.0,43.0,40.0,46.0,40.0,44.0,46.0,46.0,42.0,44.0,41.0
9566,40.0,46.0,42.0,47.0,39.0,46.0,46.0,47.0,44.0,46.0,44.0
9567,40.0,45.0,41.0,47.0,40.0,46.0,48.0,48.0,45.0,47.0,46.0
9568,40.0,44.0,40.0,46.0,40.0,45.0,45.0,47.0,44.0,46.0,44.0
9569,38.0,42.0,38.0,44.0,38.0,43.0,42.0,45.0,41.0,44.0,43.0
9570,33.0,39.0,34.0,39.0,34.0,40.0,39.0,41.0,37.0,41.0,38.0
9571,34.0,38.0,30.0,35.0,31.0,38.0,37.0,41.0,34.0,39.0,38.0
9572,34.0,40.0,31.0,35.0,29.0,38.0,36.0,40.0,34.0,39.0,37.0
9573,34.0,40.0,30.0,33.0,29.0,39.0,35.0,37.0,34.0,39.0,38.0
9574,34.0,38.0,31.0,30.0,30.0,37.0,33.0,36.0,33.0,38.0,37.0
9575,33.0,38.0,31.0,31.0,30.0,37.0,32.0,35.0,31.0,37.0,35.0
9576,30.0,38.0,31.0,32.0,28.0,35.0,31.0,33.0,32.0,36.0,37.0
9577,30.0,38.0,27.0,32.0,28.0,33.0,29.0,28.0,31.0,33.0,37.0
9578,29.0,37.0,30.0,33.0,27.0,33.0,31.0,28.0,31.0,33.0,35.0
9579,29.0,36.0,29.0,33.0,28.0,34.0,30.0,28.0,31.0,34.0,36.0
9580,31.0,35.0,28.0,34.0,26.0,34.0,30.0,33.0,32.0,35.0,36.0
9581,31.0,34.0,27.0,34.0,27.0,34.0,31.0,34.0,31.0,35.0,36.0
9582,31.0,33.0,29.0,33.0,26.0,33.0,31.0,34.0,32.0,34.0,33.0
9583,31.0,33.0,26.0,34.0,26.0,32.0,32.0,35.0,33.0,34.0,33.0
9584,31.0,33.0,29.0,34.0,28.0,32.0,32.0,35.0,33.0,34.0,33.0
9585,31.0,33.0,31.0,34.0,31.0,32.0,34.0,35.0,32.0,33.0,33.0
9586,34.0,33.0,33.0,34.0,33.0,33.0,35.0,35.0,33.0,33.0,33.0
9587,34.0,34.0,35.0,35.0,35.0,34.0,36.0,36.0,33.0,35.0,34.0
9588,35.0,34.0,35.0,36.0,35.0,34.0,36.0,37.0,33.0,35.0,34.0
9589,36.0,34.0,36.0,36.0,35.0,34.0,35.0,37.0,32.0,35.0,34.0
9590,35.0,35.0,36.0,36.0,36.0,35.0,34.0,37.0,33.0,35.0,36.0
9591,35.0,36.0,37.0,36.0,37.0,35.0,34.0,35.0,32.0,35.0,36.0
9592,35.0,36.0,37.0,34.0,36.0,35.0,34.0,35.0,34.0,35.0,36.0
9593,34.0,36.0,36.0,34.0,36.0,35.0,34.0,35.0,34.0,35.0,35.0
9594,34.0,35.0,35.0,34.0,35.0,35.0,34.0,35.0,32.0,35.0,35.0
9595,34.0,34.0,34.0,34.0,34.0,33.0,34.0,35.0,32.0,34.0,35.0
9596,34.0,34.0,34.0,34.0,34.0,35.0,34.0,35.0,32.0,35.0,35.0
9597,33.0,34.0,33.0,34.0,34.0,34.0,34.0,35.0,32.0,35.0,34.0
9598,33.0,34.0,33.0,34.0,33.0,34.0,34.0,35.0,32.0,35.0,34.0
9599,33.0,34.0,33.0,34.0,34.0,34.0,34.0,35.0,32.0,35.0,34.0
9600,34.0,34.0,33.0,34.0,34.0,34.0,34.0,35.0,32.0,35.0,34.0
9601,34.0,33.0,34.0,34.0,34.0,33.0,34.0,35.0,32.0,34.0,34.0
9602,33.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,32.0,35.0,34.0
9603,33.0,32.0,33.0,34.0,34.0,33.0,34.0,35.0,33.0,33.0,34.0
9604,33.0,30.0,34.0,34.0,34.0,31.0,34.0,35.0,33.0,31.0,34.0
9605,34.0,30.0,33.0,34.0,33.0,31.0,34.0,35.0,34.0,31.0,34.0
9606,33.0,28.0,33.0,34.0,33.0,30.0,35.0,36.0,35.0,30.0,31.0
9607,33.0,33.0,33.0,34.0,34.0,33.0,35.0,36.0,36.0,33.0,36.0
9608,34.0,33.0,34.0,34.0,34.0,33.0,36.0,36.0,36.0,33.0,36.0
9609,34.0,36.0,36.0,35.0,36.0,36.0,37.0,37.0,36.0,37.0,36.0
9610,36.0,37.0,36.0,37.0,37.0,38.0,40.0,39.0,38.0,38.0,37.0
9611,37.0,40.0,38.0,41.0,37.0,40.0,44.0,43.0,42.0,42.0,41.0
9612,38.0,42.0,38.0,44.0,36.0,44.0,46.0,45.0,45.0,45.0,42.0
9613,38.0,43.0,38.0,47.0,37.0,46.0,47.0,47.0,45.0,47.0,43.0
9614,38.0,45.0,39.0,46.0,38.0,48.0,48.0,49.0,47.0,49.0,45.0
9615,39.0,46.0,40.0,47.0,38.0,49.0,48.0,49.0,49.0,50.0,45.0
9616,38.0,46.0,40.0,47.0,39.0,49.0,48.0,49.0,49.0,51.0,46.0
9617,38.0,46.0,41.0,46.0,40.0,48.0,48.0,47.0,48.0,49.0,46.0
9618,37.0,41.0,39.0,45.0,39.0,45.0,46.0,47.0,46.0,46.0,43.0
9619,37.0,37.0,39.0,44.0,39.0,42.0,44.0,47.0,44.0,43.0,40.0
9620,37.0,35.0,38.0,43.0,36.0,40.0,40.0,45.0,42.0,40.0,37.0
9621,37.0,37.0,37.0,44.0,36.0,40.0,41.0,44.0,42.0,40.0,37.0
9622,37.0,36.0,37.0,43.0,36.0,39.0,41.0,44.0,41.0,39.0,36.0
9623,36.0,35.0,37.0,43.0,34.0,40.0,39.0,44.0,40.0,39.0,34.0
9624,37.0,31.0,36.0,43.0,33.0,36.0,38.0,42.0,40.0,36.0,34.0
9625,37.0,28.0,33.0,40.0,32.0,36.0,38.0,40.0,40.0,37.0,33.0
9626,35.0,30.0,34.0,40.0,35.0,37.0,37.0,41.0,38.0,36.0,27.0
9627,37.0,28.0,36.0,40.0,35.0,35.0,37.0,40.0,37.0,34.0,27.0
9628,37.0,32.0,35.0,39.0,35.0,37.0,38.0,40.0,38.0,35.0,26.0
9629,37.0,30.0,35.0,38.0,35.0,36.0,37.0,38.0,38.0,37.0,25.0
9630,37.0,26.0,36.0,38.0,35.0,33.0,33.0,38.0,37.0,33.0,24.0
9631,37.0,26.0,35.0,37.0,34.0,34.0,32.0,38.0,36.0,34.0,21.0
9632,37.0,30.0,36.0,38.0,36.0,37.0,34.0,41.0,38.0,36.0,24.0
9633,39.0,35.0,39.0,43.0,40.0,43.0,43.0,44.0,42.0,43.0,29.0
9634,43.0,40.0,44.0,46.0,42.0,47.0,48.0,48.0,47.0,48.0,36.0
9635,44.0,45.0,47.0,50.0,44.0,52.0,52.0,52.0,51.0,53.0,41.0
9636,48.0,49.0,48.0,52.0,46.0,54.0,55.0,54.0,53.0,55.0,46.0
9637,51.0,52.0,50.0,54.0,47.0,56.0,56.0,56.0,54.0,57.0,50.0
9638,51.0,56.0,50.0,55.0,49.0,59.0,58.0,58.0,56.0,59.0,53.0
9639,48.0,57.0,50.0,56.0,50.0,59.0,58.0,59.0,56.0,60.0,54.0
9640,47.0,57.0,51.0,56.0,50.0,59.0,57.0,58.0,56.0,60.0,55.0
9641,44.0,55.0,48.0,53.0,48.0,57.0,55.0,56.0,54.0,58.0,54.0
9642,40.0,44.0,43.0,46.0,40.0,47.0,50.0,48.0,47.0,49.0,48.0
9643,38.0,37.0,36.0,41.0,39.0,42.0,45.0,42.0,40.0,43.0,37.0
9644,36.0,36.0,32.0,39.0,35.0,42.0,39.0,38.0,37.0,42.0,36.0
9645,35.0,35.0,32.0,40.0,35.0,38.0,37.0,36.0,34.0,37.0,35.0
9646,34.0,35.0,29.0,36.0,33.0,37.0,36.0,34.0,33.0,36.0,33.0
9647,32.0,34.0,31.0,37.0,32.0,37.0,34.0,34.0,31.0,36.0,29.0
9648,32.0,34.0,30.0,35.0,31.0,38.0,33.0,33.0,31.0,36.0,27.0
9649,33.0,30.0,30.0,34.0,32.0,35.0,31.0,31.0,29.0,34.0,26.0
9650,37.0,28.0,30.0,34.0,30.0,34.0,32.0,30.0,29.0,32.0,26.0
9651,37.0,27.0,28.0,33.0,29.0,33.0,30.0,28.0,29.0,31.0,26.0
9652,36.0,29.0,31.0,31.0,32.0,34.0,29.0,28.0,29.0,31.0,24.0
9653,36.0,26.0,28.0,32.0,32.0,32.0,29.0,28.0,28.0,30.0,22.0
9654,35.0,26.0,28.0,33.0,32.0,31.0,29.0,28.0,28.0,29.0,21.0
9655,32.0,27.0,29.0,32.0,31.0,32.0,29.0,28.0,27.0,30.0,21.0
9656,35.0,28.0,33.0,37.0,34.0,34.0,31.0,36.0,29.0,32.0,22.0
9657,39.0,36.0,39.0,44.0,38.0,42.0,39.0,42.0,36.0,41.0,29.0
9658,44.0,41.0,44.0,50.0,43.0,47.0,47.0,49.0,44.0,47.0,36.0
9659,49.0,47.0,47.0,54.0,45.0,52.0,52.0,54.0,49.0,52.0,43.0
9660,51.0,52.0,50.0,56.0,48.0,56.0,55.0,55.0,52.0,55.0,49.0
9661,52.0,55.0,50.0,57.0,49.0,57.0,58.0,58.0,55.0,58.0,53.0
9662,53.0,58.0,51.0,59.0,49.0,59.0,60.0,60.0,56.0,60.0,56.0
9663,53.0,59.0,49.0,59.0,51.0,60.0,60.0,61.0,59.0,61.0,57.0
9664,49.0,58.0,47.0,57.0,47.0,59.0,59.0,60.0,58.0,60.0,56.0
9665,45.0,56.0,45.0,54.0,42.0,56.0,55.0,56.0,54.0,56.0,56.0
9666,40.0,50.0,41.0,47.0,37.0,48.0,50.0,49.0,47.0,50.0,52.0
9667,39.0,43.0,38.0,43.0,36.0,45.0,45.0,42.0,42.0,44.0,40.0
9668,37.0,42.0,37.0,40.0,34.0,42.0,43.0,40.0,41.0,43.0,37.0
9669,37.0,42.0,36.0,38.0,36.0,43.0,40.0,38.0,37.0,43.0,37.0
9670,37.0,40.0,36.0,36.0,36.0,43.0,40.0,36.0,37.0,42.0,36.0
9671,35.0,39.0,35.0,36.0,35.0,40.0,39.0,37.0,37.0,43.0,36.0
9672,36.0,37.0,34.0,36.0,35.0,38.0,37.0,36.0,36.0,39.0,36.0
9673,36.0,36.0,35.0,36.0,33.0,40.0,36.0,36.0,35.0,39.0,34.0
9674,35.0,36.0,33.0,35.0,33.0,39.0,36.0,35.0,36.0,38.0,33.0
9675,32.0,34.0,31.0,36.0,32.0,37.0,36.0,36.0,37.0,35.0,30.0
9676,31.0,31.0,30.0,34.0,31.0,35.0,36.0,38.0,35.0,35.0,29.0
9677,32.0,30.0,30.0,34.0,29.0,36.0,36.0,38.0,33.0,35.0,29.0
9678,30.0,27.0,28.0,35.0,28.0,33.0,34.0,37.0,32.0,32.0,28.0
9679,29.0,27.0,27.0,33.0,29.0,33.0,32.0,33.0,30.0,32.0,26.0
9680,30.0,30.0,31.0,34.0,31.0,34.0,32.0,35.0,31.0,33.0,27.0
9681,36.0,40.0,36.0,37.0,36.0,43.0,40.0,41.0,38.0,42.0,33.0
9682,41.0,45.0,41.0,39.0,41.0,47.0,46.0,44.0,44.0,47.0,41.0
9683,43.0,50.0,45.0,45.0,44.0,51.0,51.0,50.0,50.0,52.0,48.0
9684,42.0,56.0,48.0,49.0,47.0,55.0,54.0,54.0,53.0,55.0,56.0
9685,43.0,59.0,51.0,55.0,49.0,58.0,57.0,59.0,55.0,58.0,59.0
9686,46.0,61.0,52.0,58.0,50.0,61.0,61.0,62.0,60.0,62.0,62.0
9687,40.0,62.0,52.0,60.0,51.0,62.0,62.0,62.0,61.0,62.0,63.0
9688,38.0,62.0,51.0,60.0,48.0,63.0,61.0,63.0,62.0,63.0,62.0
9689,36.0,59.0,45.0,57.0,44.0,60.0,59.0,62.0,59.0,62.0,60.0
9690,35.0,52.0,40.0,48.0,37.0,50.0,53.0,49.0,51.0,51.0,54.0
9691,35.0,48.0,34.0,42.0,34.0,45.0,46.0,42.0,44.0,46.0,51.0
9692,34.0,48.0,33.0,37.0,32.0,45.0,41.0,36.0,42.0,44.0,50.0
9693,34.0,46.0,33.0,37.0,32.0,44.0,41.0,38.0,42.0,43.0,47.0
9694,34.0,44.0,32.0,36.0,31.0,42.0,39.0,36.0,43.0,41.0,44.0
9695,33.0,43.0,32.0,34.0,31.0,42.0,39.0,35.0,42.0,42.0,43.0
9696,33.0,42.0,33.0,33.0,30.0,41.0,38.0,37.0,43.0,42.0,43.0
9697,32.0,43.0,33.0,33.0,29.0,42.0,38.0,39.0,43.0,43.0,43.0
9698,32.0,43.0,32.0,33.0,29.0,42.0,39.0,37.0,40.0,42.0,43.0
9699,32.0,43.0,32.0,33.0,29.0,42.0,37.0,37.0,40.0,42.0,41.0
9700,32.0,43.0,32.0,34.0,30.0,41.0,37.0,37.0,40.0,41.0,42.0
9701,33.0,42.0,32.0,33.0,29.0,40.0,37.0,35.0,40.0,41.0,42.0
9702,33.0,41.0,32.0,34.0,29.0,41.0,37.0,37.0,41.0,42.0,41.0
9703,32.0,44.0,32.0,35.0,29.0,43.0,38.0,39.0,40.0,43.0,43.0
9704,34.0,44.0,32.0,36.0,30.0,42.0,37.0,38.0,41.0,43.0,45.0
9705,38.0,48.0,34.0,38.0,31.0,49.0,46.0,45.0,46.0,49.0,49.0
9706,44.0,53.0,35.0,46.0,33.0,56.0,50.0,54.0,50.0,56.0,53.0
9707,47.0,57.0,42.0,55.0,41.0,60.0,57.0,60.0,56.0,60.0,57.0
9708,56.0,60.0,48.0,61.0,48.0,65.0,62.0,63.0,62.0,65.0,60.0
9709,58.0,62.0,51.0,65.0,52.0,67.0,66.0,68.0,65.0,68.0,62.0
9710,59.0,62.0,54.0,68.0,56.0,69.0,69.0,70.0,68.0,70.0,65.0
9711,60.0,63.0,56.0,69.0,56.0,69.0,71.0,71.0,70.0,71.0,64.0
9712,58.0,62.0,53.0,69.0,55.0,69.0,67.0,71.0,67.0,70.0,62.0
9713,54.0,61.0,49.0,68.0,50.0,67.0,65.0,71.0,64.0,68.0,61.0
9714,47.0,57.0,46.0,58.0,45.0,59.0,60.0,61.0,59.0,62.0,57.0
9715,45.0,55.0,42.0,52.0,41.0,54.0,58.0,51.0,58.0,54.0,54.0
9716,42.0,53.0,37.0,48.0,40.0,52.0,55.0,48.0,54.0,53.0,54.0
9717,42.0,50.0,37.0,48.0,37.0,49.0,52.0,48.0,52.0,51.0,51.0
9718,43.0,49.0,35.0,46.0,36.0,49.0,50.0,49.0,46.0,51.0,48.0
9719,44.0,48.0,36.0,46.0,38.0,49.0,46.0,46.0,46.0,49.0,46.0
9720,44.0,46.0,39.0,46.0,38.0,45.0,45.0,46.0,44.0,47.0,44.0
9721,44.0,45.0,39.0,44.0,39.0,44.0,46.0,44.0,42.0,46.0,44.0
9722,43.0,45.0,40.0,43.0,40.0,45.0,43.0,45.0,41.0,47.0,44.0
9723,43.0,45.0,40.0,46.0,39.0,46.0,43.0,45.0,43.0,47.0,44.0
9724,44.0,45.0,38.0,47.0,40.0,46.0,43.0,47.0,42.0,47.0,44.0
9725,44.0,45.0,37.0,46.0,39.0,46.0,43.0,45.0,43.0,46.0,44.0
9726,44.0,44.0,36.0,46.0,39.0,46.0,43.0,47.0,44.0,46.0,44.0
9727,45.0,45.0,36.0,49.0,38.0,44.0,43.0,45.0,44.0,45.0,42.0
9728,45.0,43.0,39.0,50.0,40.0,45.0,45.0,48.0,45.0,45.0,43.0
9729,47.0,47.0,44.0,53.0,49.0,49.0,48.0,53.0,48.0,50.0,46.0
9730,50.0,52.0,48.0,55.0,52.0,53.0,52.0,56.0,53.0,54.0,49.0
9731,52.0,54.0,53.0,57.0,55.0,56.0,55.0,60.0,56.0,56.0,54.0
9732,54.0,56.0,53.0,60.0,56.0,58.0,57.0,62.0,59.0,58.0,57.0
9733,56.0,58.0,54.0,61.0,56.0,59.0,60.0,61.0,62.0,60.0,60.0
9734,56.0,59.0,53.0,62.0,54.0,60.0,60.0,62.0,62.0,61.0,62.0
9735,55.0,59.0,51.0,62.0,52.0,60.0,60.0,62.0,62.0,61.0,62.0
9736,55.0,59.0,50.0,62.0,51.0,60.0,61.0,61.0,62.0,60.0,62.0
9737,53.0,57.0,47.0,62.0,48.0,59.0,59.0,60.0,62.0,59.0,59.0
9738,51.0,54.0,46.0,61.0,47.0,58.0,55.0,59.0,58.0,57.0,57.0
9739,51.0,49.0,45.0,61.0,45.0,55.0,54.0,56.0,56.0,54.0,53.0
9740,54.0,48.0,47.0,61.0,44.0,54.0,53.0,59.0,53.0,55.0,48.0
9741,54.0,49.0,46.0,60.0,44.0,54.0,53.0,57.0,53.0,55.0,51.0
9742,55.0,49.0,43.0,57.0,44.0,54.0,55.0,58.0,54.0,55.0,51.0
9743,53.0,48.0,46.0,57.0,45.0,54.0,54.0,57.0,53.0,55.0,48.0
9744,53.0,48.0,48.0,59.0,45.0,55.0,53.0,58.0,53.0,56.0,46.0
9745,56.0,48.0,47.0,57.0,48.0,55.0,53.0,58.0,51.0,56.0,46.0
9746,55.0,46.0,48.0,59.0,46.0,54.0,52.0,57.0,50.0,55.0,44.0
9747,55.0,45.0,47.0,57.0,48.0,52.0,50.0,57.0,49.0,53.0,44.0
9748,55.0,43.0,47.0,54.0,46.0,50.0,50.0,54.0,48.0,52.0,44.0
9749,49.0,42.0,47.0,53.0,45.0,48.0,48.0,53.0,45.0,49.0,42.0
9750,47.0,41.0,45.0,52.0,44.0,48.0,48.0,53.0,46.0,49.0,42.0
9751,46.0,39.0,45.0,52.0,44.0,46.0,46.0,51.0,45.0,47.0,39.0
9752,46.0,38.0,44.0,52.0,45.0,45.0,45.0,50.0,44.0,46.0,37.0
9753,46.0,38.0,44.0,53.0,45.0,47.0,45.0,53.0,44.0,48.0,37.0
9754,45.0,39.0,43.0,52.0,44.0,48.0,47.0,53.0,45.0,49.0,37.0
9755,44.0,39.0,43.0,50.0,43.0,49.0,48.0,52.0,45.0,50.0,37.0
9756,45.0,37.0,43.0,50.0,42.0,48.0,49.0,52.0,45.0,49.0,36.0
9757,46.0,38.0,42.0,51.0,42.0,47.0,48.0,53.0,45.0,48.0,38.0
9758,46.0,37.0,43.0,51.0,44.0,47.0,49.0,51.0,44.0,48.0,36.0
9759,46.0,35.0,42.0,51.0,42.0,44.0,46.0,51.0,43.0,46.0,35.0
9760,44.0,35.0,40.0,50.0,41.0,44.0,43.0,48.0,41.0,45.0,34.0
9761,41.0,33.0,39.0,47.0,40.0,41.0,41.0,46.0,39.0,42.0,34.0
9762,39.0,32.0,37.0,45.0,38.0,40.0,39.0,45.0,37.0,40.0,31.0
9763,39.0,31.0,36.0,44.0,37.0,38.0,38.0,43.0,36.0,38.0,30.0
9764,38.0,30.0,35.0,42.0,35.0,37.0,37.0,41.0,36.0,37.0,29.0
9765,37.0,29.0,33.0,40.0,34.0,35.0,35.0,39.0,34.0,35.0,28.0
9766,35.0,28.0,32.0,37.0,33.0,34.0,34.0,37.0,33.0,33.0,27.0
9767,35.0,28.0,32.0,36.0,33.0,33.0,33.0,36.0,33.0,33.0,28.0
9768,33.0,27.0,31.0,36.0,32.0,31.0,32.0,35.0,31.0,32.0,26.0
9769,33.0,27.0,31.0,34.0,32.0,32.0,31.0,34.0,31.0,32.0,26.0
9770,31.0,26.0,31.0,33.0,32.0,31.0,31.0,33.0,31.0,31.0,25.0
9771,31.0,25.0,31.0,32.0,32.0,31.0,29.0,33.0,30.0,31.0,25.0
9772,31.0,24.0,29.0,31.0,31.0,30.0,29.0,33.0,30.0,31.0,25.0
9773,31.0,24.0,29.0,30.0,30.0,29.0,28.0,32.0,30.0,30.0,25.0
9774,31.0,22.0,29.0,30.0,30.0,29.0,29.0,31.0,30.0,29.0,22.0
9775,29.0,20.0,28.0,30.0,29.0,28.0,29.0,30.0,30.0,28.0,21.0
9776,31.0,22.0,29.0,32.0,29.0,29.0,30.0,33.0,31.0,30.0,22.0
9777,32.0,25.0,32.0,35.0,32.0,31.0,33.0,35.0,33.0,33.0,25.0
9778,35.0,28.0,34.0,37.0,35.0,34.0,36.0,38.0,35.0,35.0,29.0
9779,37.0,31.0,36.0,40.0,37.0,37.0,38.0,42.0,36.0,38.0,31.0
9780,38.0,33.0,38.0,43.0,39.0,40.0,43.0,44.0,39.0,41.0,33.0
9781,38.0,34.0,39.0,45.0,40.0,41.0,44.0,45.0,40.0,42.0,34.0
9782,40.0,34.0,40.0,45.0,40.0,42.0,45.0,45.0,43.0,42.0,35.0
9783,41.0,35.0,40.0,46.0,40.0,43.0,45.0,47.0,43.0,44.0,35.0
9784,42.0,35.0,38.0,45.0,39.0,43.0,45.0,47.0,44.0,44.0,35.0
9785,40.0,34.0,38.0,45.0,39.0,42.0,43.0,45.0,42.0,43.0,34.0
9786,38.0,32.0,36.0,40.0,37.0,38.0,40.0,42.0,37.0,39.0,33.0
9787,38.0,31.0,36.0,34.0,36.0,36.0,37.0,36.0,35.0,36.0,31.0
9788,38.0,30.0,34.0,37.0,35.0,35.0,37.0,37.0,34.0,36.0,29.0
9789,35.0,30.0,33.0,36.0,34.0,34.0,34.0,32.0,32.0,34.0,28.0
9790,35.0,30.0,33.0,34.0,33.0,34.0,30.0,31.0,32.0,33.0,27.0
9791,35.0,30.0,31.0,34.0,31.0,33.0,29.0,35.0,30.0,34.0,29.0
9792,35.0,31.0,30.0,33.0,31.0,33.0,29.0,33.0,29.0,33.0,28.0
9793,33.0,33.0,30.0,33.0,30.0,34.0,27.0,33.0,28.0,33.0,30.0
9794,34.0,34.0,29.0,30.0,29.0,32.0,26.0,29.0,27.0,31.0,33.0
9795,32.0,34.0,26.0,28.0,29.0,33.0,26.0,28.0,26.0,31.0,32.0
9796,31.0,35.0,28.0,26.0,29.0,31.0,27.0,28.0,27.0,30.0,35.0
9797,30.0,35.0,28.0,26.0,28.0,30.0,25.0,28.0,26.0,31.0,35.0
9798,27.0,35.0,28.0,27.0,27.0,32.0,25.0,29.0,25.0,30.0,32.0
9799,29.0,35.0,30.0,28.0,29.0,32.0,24.0,29.0,26.0,30.0,31.0
9800,30.0,34.0,33.0,32.0,31.0,32.0,29.0,32.0,30.0,32.0,32.0
9801,36.0,38.0,34.0,36.0,35.0,39.0,35.0,37.0,35.0,39.0,39.0
9802,39.0,42.0,38.0,44.0,38.0,45.0,43.0,45.0,42.0,45.0,42.0
9803,44.0,45.0,41.0,47.0,40.0,48.0,48.0,50.0,46.0,49.0,48.0
9804,46.0,48.0,43.0,52.0,42.0,52.0,51.0,52.0,51.0,53.0,48.0
9805,47.0,49.0,44.0,53.0,42.0,53.0,54.0,54.0,53.0,54.0,51.0
9806,49.0,51.0,47.0,54.0,44.0,55.0,54.0,54.0,54.0,56.0,52.0
9807,49.0,52.0,47.0,55.0,44.0,56.0,55.0,56.0,55.0,57.0,52.0
9808,51.0,53.0,49.0,55.0,45.0,57.0,56.0,57.0,56.0,59.0,52.0
9809,49.0,52.0,49.0,55.0,45.0,56.0,57.0,59.0,55.0,58.0,52.0
9810,47.0,50.0,45.0,53.0,44.0,52.0,54.0,54.0,53.0,54.0,48.0
9811,46.0,48.0,39.0,49.0,42.0,47.0,51.0,47.0,50.0,47.0,47.0
9812,45.0,48.0,37.0,48.0,40.0,48.0,44.0,46.0,42.0,48.0,47.0
9813,44.0,42.0,39.0,47.0,40.0,45.0,38.0,46.0,38.0,44.0,36.0
9814,40.0,38.0,37.0,42.0,38.0,44.0,38.0,37.0,36.0,42.0,37.0
9815,41.0,41.0,32.0,40.0,35.0,43.0,34.0,34.0,34.0,41.0,36.0
9816,36.0,40.0,30.0,35.0,37.0,40.0,33.0,32.0,32.0,38.0,34.0
9817,32.0,35.0,31.0,33.0,38.0,37.0,32.0,32.0,31.0,36.0,31.0
9818,33.0,33.0,30.0,31.0,37.0,35.0,30.0,30.0,32.0,34.0,32.0
9819,31.0,30.0,31.0,31.0,37.0,34.0,30.0,28.0,30.0,34.0,29.0
9820,29.0,35.0,32.0,29.0,35.0,38.0,29.0,28.0,29.0,36.0,28.0
9821,29.0,29.0,31.0,28.0,32.0,35.0,29.0,28.0,29.0,34.0,27.0
9822,33.0,30.0,28.0,29.0,30.0,33.0,27.0,28.0,28.0,32.0,28.0
9823,30.0,33.0,26.0,28.0,29.0,36.0,28.0,28.0,27.0,35.0,28.0
9824,33.0,31.0,30.0,35.0,31.0,38.0,32.0,34.0,30.0,37.0,28.0
9825,43.0,38.0,41.0,46.0,42.0,47.0,40.0,42.0,36.0,44.0,32.0
9826,47.0,43.0,45.0,52.0,45.0,52.0,46.0,48.0,43.0,51.0,36.0
9827,48.0,47.0,46.0,55.0,46.0,56.0,51.0,55.0,48.0,55.0,41.0
9828,50.0,49.0,48.0,57.0,46.0,57.0,55.0,57.0,51.0,56.0,44.0
9829,48.0,50.0,48.0,59.0,47.0,57.0,55.0,58.0,52.0,57.0,45.0
9830,48.0,51.0,48.0,59.0,46.0,57.0,55.0,57.0,52.0,57.0,47.0
9831,48.0,51.0,47.0,58.0,44.0,57.0,55.0,58.0,52.0,58.0,48.0
9832,48.0,50.0,46.0,55.0,44.0,57.0,53.0,56.0,52.0,57.0,47.0
9833,47.0,49.0,43.0,52.0,41.0,55.0,52.0,55.0,50.0,56.0,46.0
9834,41.0,47.0,41.0,49.0,39.0,53.0,50.0,52.0,47.0,54.0,44.0
9835,41.0,45.0,39.0,47.0,38.0,51.0,47.0,50.0,46.0,52.0,44.0
9836,41.0,45.0,38.0,47.0,36.0,50.0,46.0,47.0,45.0,51.0,42.0
9837,41.0,46.0,38.0,46.0,37.0,50.0,44.0,47.0,44.0,49.0,43.0
9838,40.0,45.0,37.0,46.0,36.0,48.0,43.0,47.0,42.0,49.0,43.0
9839,40.0,44.0,37.0,45.0,36.0,45.0,41.0,45.0,42.0,46.0,43.0
